UM234	2.10101E+12	17.91	0.08	5.76325	1.25938	54830.07542	0
UM234	2.10101E+12	17.91	0.08	5.76328	1.25937	54830.07984	0
UM234	2.10101E+12	17.97	0.07	5.76325	1.25939	54794.14016	0
UM234	2.10101E+12	17.99	0.07	5.76326	1.25938	54794.14852	0
UM234	2.10101E+12	17.96	0.07	5.76324	1.25938	54794.15681	0
UM234	2.10101E+12	17.93	0.07	5.76324	1.2594	54794.16513	0
UM234	2.10101E+12	18.03	0.07	5.76322	1.25935	54740.24931	0
UM234	2.10101E+12	18.03	0.07	5.76322	1.25936	54740.25425	0
UM234	2.10101E+12	18.02	0.07	5.76323	1.25937	54740.25915	0
UM234	2.10101E+12	18.03	0.07	5.76321	1.25939	54740.26407	0
UM234	2.10101E+12	17.97	0.07	5.76323	1.25938	54764.15854	0
UM234	2.10101E+12	17.99	0.07	5.76323	1.25937	54764.16296	0
UM234	2.10101E+12	17.95	0.07	5.76324	1.25938	54764.1674	0
UM234	2.10101E+12	17.95	0.07	5.76321	1.25939	54764.17177	0
UM234	2.10101E+12	18.03	0.07	5.76323	1.25936	54738.29929	0
UM234	2.10101E+12	18.01	0.07	5.76324	1.25938	54738.30487	0
UM234	2.10101E+12	17.98	0.07	5.76325	1.25941	54738.3105	0
UM234	2.10101E+12	18.04	0.07	5.76324	1.25939	54738.31607	0
UM234	2.10101E+12	17.84	0.07	5.76319	1.25938	55176.1936	0
UM234	2.10101E+12	17.87	0.07	5.76315	1.25936	55176.19681	0
UM234	2.10101E+12	17.88	0.07	5.76318	1.25939	55176.20012	0
UM234	2.10101E+12	17.91	0.07	5.76316	1.25938	55176.20336	0
UM234	2.10101E+12	17.88	0.07	5.76313	1.25938	55146.22949	0
UM234	2.10101E+12	17.87	0.07	5.76316	1.25939	55146.23734	0
UM234	2.10101E+12	17.84	0.07	5.76315	1.2594	55146.24533	0
UM234	2.10101E+12	17.86	0.07	5.76316	1.25939	55146.2532	0
UM234	2.10101E+12	17.69	0.07	5.76316	1.25939	55158.13892	0
UM234	2.10101E+12	17.85	0.07	5.76313	1.25938	55158.14354	0
UM234	2.10101E+12	17.86	0.07	5.76313	1.25938	55158.14819	0
UM234	2.10101E+12	17.85	0.07	5.76315	1.25939	55158.15283	0
UM234	2.10101E+12	17.85	0.07	5.76316	1.25939	55120.17878	0
UM234	2.10101E+12	17.86	0.07	5.76318	1.25941	55120.18616	0
UM234	2.10101E+12	17.82	0.07	5.76317	1.25941	55120.19358	0
UM234	2.10101E+12	17.83	0.07	5.76319	1.2594	55120.20114	0
UM234	2.10101E+12	17.85	0.07	5.76314	1.25938	55130.20179	0
UM234	2.10101E+12	17.9	0.07	5.76314	1.2594	55130.20927	0
UM234	2.10101E+12	17.87	0.07	5.76314	1.25936	55130.21673	0
UM234	2.10101E+12	17.82	0.07	5.76319	1.25938	55130.22419	0
UM234	2.10101E+12	17.85	0.07	5.76313	1.25938	55095.3224	0
UM234	2.10101E+12	17.84	0.07	5.76314	1.25941	55095.32949	0
UM234	2.10101E+12	17.85	0.07	5.76314	1.2594	55095.33662	0
UM234	2.10101E+12	17.85	0.07	5.76314	1.25939	55095.3437	0
UM234	2.10101E+12	17.98	0.08	5.76314	1.25937	55534.18186	0
UM234	2.10101E+12	17.81	0.07	5.7631	1.25938	55534.18477	0
UM234	2.10101E+12	17.92	0.07	5.76315	1.2594	55534.18769	0
UM234	2.10101E+12	17.94	0.07	5.76315	1.2594	55534.1906	0
UM234	2.10101E+12	17.96	0.07	5.76313	1.25938	55505.17999	0
UM234	2.10101E+12	17.97	0.07	5.76314	1.25938	55505.18523	0
UM234	2.10101E+12	17.94	0.07	5.76316	1.25937	55505.19051	0
UM234	2.10101E+12	17.93	0.07	5.76314	1.2594	55505.1958	0
UM234	2.10101E+12	17.94	0.07	5.76314	1.25936	55479.23162	0
UM234	2.10101E+12	17.92	0.07	5.76316	1.2594	55479.23846	0
UM234	2.10101E+12	17.95	0.07	5.76315	1.25939	55479.2454	0
UM234	2.10101E+12	17.91	0.07	5.76315	1.25938	55479.25236	0
UM234	2.10101E+12	17.93	0.07	5.76314	1.25938	55456.35407	0
UM234	2.10101E+12	17.94	0.07	5.76314	1.25939	55456.36339	0
UM234	2.10101E+12	17.96	0.07	5.76316	1.25939	55456.37269	0
UM234	2.10101E+12	17.94	0.07	5.76314	1.25937	55456.3821	0
UM234	2.10101E+12	17.93	0.07	5.76314	1.25939	55468.29918	0
UM234	2.10101E+12	17.94	0.07	5.76314	1.2594	55468.305	0
UM234	2.10101E+12	17.96	0.07	5.76313	1.25938	55468.31082	0
UM234	2.10101E+12	17.94	0.07	5.76314	1.2594	55468.31666	0
UM234	2.10101E+12	17.9	0.07	5.76314	1.25938	53729.10329	0
UM234	2.10101E+12	17.99	0.08	5.76312	1.25935	55737.42409	0
UM234	2.10101E+12	17.94	0.08	5.76312	1.25935	55737.43024	0
UM234	2.10101E+12	18.03	0.08	5.76311	1.25939	55737.43637	0
UM234	2.10101E+12	17.98	0.08	5.76313	1.2594	55737.4425	0
UM234	2.10101E+12	17.97	0.07	5.76316	1.25939	55830.40355	0
UM234	2.10101E+12	17.99	0.07	5.76315	1.2594	55830.4121	0
UM234	2.10101E+12	18.02	0.08	5.76317	1.25939	55830.42052	0
UM234	2.10101E+12	18	0.08	5.76315	1.25937	55830.42906	0
UM234	2.10101E+12	17.99	0.08	5.76313	1.2594	55837.3155	0
UM234	2.10101E+12	17.99	0.08	5.76315	1.2594	55837.31902	0
UM234	2.10101E+12	18	0.08	5.76313	1.2594	55837.3225	0
UM234	2.10101E+12	18	0.08	5.76313	1.25938	55837.326	0
UM234	2.10101E+12	17.98	0.07	5.76317	1.25935	55888.15561	0
UM234	2.10101E+12	17.99	0.07	5.76318	1.25937	55888.16086	0
UM234	2.10101E+12	18.03	0.07	5.76317	1.25934	55888.16615	0
UM234	2.10101E+12	18.01	0.07	5.76318	1.25938	55888.17131	0
UM234	2.10101E+12	18.16	0.08	5.76312	1.25938	56193.3251	0
UM234	2.10101E+12	18.13	0.08	5.76316	1.25941	56193.32851	0
UM234	2.10101E+12	18.17	0.08	5.76316	1.2594	56193.33195	0
UM234	2.10101E+12	18.16	0.08	5.76314	1.25936	56193.33538	0
UM234	2.10101E+12	18.13	0.08	5.76316	1.25937	56204.29299	0
UM234	2.10101E+12	18.12	0.08	5.76314	1.25937	56204.2998	0
UM234	2.10101E+12	18.14	0.08	5.76316	1.2594	56204.30666	0
UM234	2.10101E+12	18.12	0.08	5.76317	1.25937	56204.31348	0
UM234	2.10101E+12	18.16	0.08	5.76317	1.25938	56214.32522	0
UM234	2.10101E+12	18.1	0.08	5.76315	1.25937	56214.33105	0
UM234	2.10101E+12	18.16	0.08	5.76318	1.25936	56214.33695	0
UM234	2.10101E+12	18.13	0.08	5.76318	1.25933	56214.34281	0
UM234	2.10101E+12	18.18	0.08	5.76314	1.25936	56251.09132	0
UM234	2.10101E+12	18.18	0.08	5.76317	1.25939	56251.09722	0
UM234	2.10101E+12	18.22	0.08	5.76314	1.25936	56251.10318	0
UM234	2.10101E+12	18.21	0.08	5.76317	1.25937	56251.10917	0
UM234	2.10101E+12	18.12	0.08	5.76313	1.25934	56266.08908	0
UM234	2.10101E+12	18.19	0.08	5.76317	1.25937	56266.09428	0
UM234	2.10101E+12	18.17	0.08	5.76313	1.25939	56266.09948	0
UM234	2.10101E+12	18.15	0.08	5.76316	1.25935	56266.10468	0
UM234	2.10101E+12	18.18	0.08	5.76317	1.25938	56311.10556	0
UM234	2.10101E+12	18.14	0.08	5.76319	1.25938	56311.11081	0
UM234	2.10101E+12	18.19	0.08	5.76317	1.25937	56311.11605	0
UM234	2.10101E+12	18.09	0.08	5.76321	1.25939	56311.12133	0
UM234	2.10101E+12	17.93	0.08	5.76313	1.26054	56461.43613	0
UM234	2.10101E+12	17.95	0.08	5.76314	1.26082	56461.44123	0
UM234	2.10101E+12	17.97	0.08	5.76316	1.26069	56461.44635	0
UM234	2.10101E+12	17.92	0.08	5.76314	1.26088	56461.45149	0
UM234	2.10101E+12	17.91	0.07	5.76313	1.25944	56537.41031	0
UM234	2.10101E+12	17.88	0.07	5.76313	1.25945	56537.41792	0
UM234	2.10101E+12	17.95	0.07	5.76315	1.25945	56537.42559	0
UM234	2.10101E+12	17.97	0.07	5.76315	1.25945	56537.43323	0
UM234	2.10101E+12	17.96	0.07	5.76313	1.25943	56559.37273	0
UM234	2.10101E+12	17.95	0.07	5.76313	1.25946	56559.37796	0
UM234	2.10101E+12	17.94	0.07	5.76316	1.25946	56559.38327	0
UM234	2.10101E+12	18	0.07	5.76316	1.25944	56559.38854	0
UM234	2.10101E+12	17.96	0.06	5.76317	1.25946	56567.36507	0
UM234	2.10101E+12	17.96	0.06	5.76316	1.25945	56567.36883	0
UM234	2.10101E+12	17.95	0.06	5.76316	1.25947	56567.37261	0
UM234	2.10101E+12	17.98	0.06	5.76315	1.25947	56567.37643	0
UM234	2.10101E+12	17.97	0.07	5.76309	1.25946	56574.19709	0
UM234	2.10101E+12	17.91	0.07	5.76309	1.25947	56574.20371	0
UM234	2.10101E+12	17.95	0.07	5.7631	1.25944	56574.21034	0
UM234	2.10101E+12	17.95	0.07	5.76312	1.25943	56574.21702	0
UM234	2.10101E+12	18.01	0.07	5.76313	1.25944	56595.26135	0
UM234	2.10101E+12	17.98	0.07	5.76313	1.25942	56595.27417	0
UM234	2.10101E+12	17.95	0.07	5.76315	1.25947	56595.27981	0
UM234	2.10101E+12	18	0.07	5.76313	1.25942	56595.28548	0
UM234	2.10101E+12	17.88	0.07	5.76312	1.25948	56622.09956	0
UM234	2.10101E+12	17.97	0.07	5.76313	1.25943	56622.10947	0
UM234	2.10101E+12	17.93	0.07	5.76312	1.25945	56622.11903	0
UM234	2.10101E+12	17.92	0.07	5.76313	1.25947	56622.1286	0
UM234	2.10101E+12	17.9	0.07	5.76314	1.25944	56661.09783	0
UM234	2.10101E+12	17.96	0.07	5.76313	1.25944	56661.1026	0
UM234	2.10101E+12	17.95	0.07	5.76314	1.25945	56661.10737	0
UM234	2.10101E+12	17.94	0.07	5.76316	1.25945	56661.11214	0
UM234	2.10101E+12	17.99	0.07	5.76314	1.25945	56668.12944	0
UM234	2.10101E+12	17.94	0.07	5.76317	1.25947	56668.14286	0
UM234	2.10101E+12	17.97	0.07	5.76311	1.25944	56668.15357	0
UM234	2.10101E+12	18.01	0.07	5.76321	1.25945	56668.17435	0
